id,date,amount,comment,categoryId,accountId,currencyId
80,2019-09-16 00:00:00,2000,,6,1,1
81,2019-09-16 00:00:00,4500,,6,1,1
82,2019-09-16 00:00:00,6300,,17,1,1
83,2019-09-16 00:00:00,2216000,,14,1,1
84,2019-09-16 00:00:00,4500,,6,1,1
85,2019-09-16 00:00:00,2000,,6,1,1
86,2019-09-16 00:00:00,2000,,6,1,1
87,2019-09-16 00:00:00,93000,,13,1,1
88,2019-09-17 00:00:00,2000,,6,1,1
89,2019-09-17 00:00:00,2000,,6,1,1
90,2019-09-17 00:00:00,18100,,19,1,1
91,2019-09-17 00:00:00,41400,,19,1,1
92,2019-09-18 00:00:00,2000,,6,1,1
93,2019-09-18 00:00:00,2000,,6,1,1
94,2019-09-19 00:00:00,2000,,6,1,1
95,2019-09-19 00:00:00,2000,,6,1,1
96,2019-09-20 00:00:00,2000,,6,1,1
97,2019-09-20 00:00:00,2000,,6,1,1
98,2019-09-21 00:00:00,2000,,6,1,1
99,2019-09-22 00:00:00,2000,,6,1,1
100,2019-09-21 00:00:00,2000,,6,1,1
101,2019-09-21 00:00:00,74200,,9,1,1
102,2019-09-21 00:00:00,130700,,19,1,1
103,2019-09-23 00:00:00,2000,,6,1,1
104,2019-09-23 00:00:00,4500,,6,1,1
105,2019-09-23 00:00:00,1500,,6,1,1
106,2019-09-23 00:00:00,1500,,6,1,1
107,2019-09-23 00:00:00,4500,,6,1,1
108,2019-09-23 00:00:00,2000,,6,1,1
109,2019-09-23 00:00:00,2000,,6,1,1
110,2019-09-24 00:00:00,2000,,6,1,1
111,2019-09-24 00:00:00,2000,,6,1,1
112,2019-09-24 00:00:00,36600,,19,1,1
113,2019-09-23 00:00:00,15700,,19,1,1
114,2019-09-25 00:00:00,2000,,6,1,1
115,2019-09-25 00:00:00,2000,,6,1,1
116,2019-09-26 00:00:00,2000,,6,1,1
117,2019-09-27 00:00:00,2000,,6,1,1
118,2019-09-26 00:00:00,2000,,6,1,1
119,2019-09-27 00:00:00,2000,,6,1,1
120,2019-09-21 00:00:00,17900,,8,1,1
121,2019-09-25 00:00:00,10600,,19,1,1
122,2019-09-27 00:00:00,12100,,19,1,1
123,2019-09-27 00:00:00,15000,,19,1,1
124,2019-09-30 00:00:00,24500,,6,1,1
125,2019-09-30 00:00:00,26000,,6,1,1
126,2019-09-30 00:00:00,2000,,6,1,1
127,2019-09-30 00:00:00,2000,,6,1,1
128,2019-10-01 00:00:00,2000,,6,1,1
129,2019-10-01 00:00:00,2000,,6,1,1
130,2019-10-02 00:00:00,2000,,6,1,1
131,2019-10-03 00:00:00,2000,,6,1,1
132,2019-10-01 00:00:00,28100,,19,1,1
133,2019-10-03 00:00:00,41700,,20,1,1
134,2019-10-06 00:00:00,8680,,19,1,1
135,2019-10-07 00:00:00,41800,,20,1,1
136,2019-10-04 00:00:00,60300,,19,1,1
137,2019-10-04 00:00:00,2000,,6,1,1
138,2019-10-06 00:00:00,8000,,6,1,1
139,2019-10-07 00:00:00,2000,,6,1,1
140,2019-10-08 00:00:00,2800,,6,1,1
141,2019-10-09 00:00:00,2000,,6,1,1
142,2019-10-04 00:00:00,11600,,20,1,1
143,2019-10-09 00:00:00,705000,,3,1,1
144,2019-10-10 00:00:00,2000,,6,1,1
145,2019-10-13 00:00:00,30000,,4,2,1
146,2019-10-14 00:00:00,2000,,6,1,1
147,2019-10-11 00:00:00,2000,,6,1,1
148,2019-10-11 00:00:00,15000,,19,1,1
149,2019-10-11 00:00:00,45000,,19,1,1
150,2019-10-11 00:00:00,25400,,19,1,1
151,2019-10-11 00:00:00,15100,,19,1,1
152,2019-10-14 00:00:00,20000,,20,1,1
153,2019-10-15 00:00:00,2000,,6,1,1
154,2019-10-15 00:00:00,320000,,21,1,1
155,2019-10-18 00:00:00,45000,,19,1,1
156,2019-10-16 00:00:00,2000,,6,1,1
157,2019-10-17 00:00:00,2000,,6,1,1
158,2019-10-18 00:00:00,2000,,6,1,1
159,2019-10-19 00:00:00,30000,,19,1,1
160,2019-10-21 00:00:00,2000,,6,1,1
161,2019-10-22 00:00:00,2000,,6,1,1
162,2019-10-23 00:00:00,2000,,6,1,1
163,2019-10-24 00:00:00,2000,,6,1,1
164,2019-10-16 00:00:00,11600,,13,1,1
165,2019-10-19 00:00:00,29400,,13,1,1
166,2019-10-20 00:00:00,55900,,20,1,1
167,2019-10-21 00:00:00,39300,,19,1,1
168,2019-10-23 00:00:00,7900,,20,1,1
169,2019-10-25 00:00:00,2000,,6,1,1
170,2019-10-26 00:00:00,1450,,13,1,1
171,2019-10-29 00:00:00,27800,,20,1,1
172,2019-10-28 00:00:00,29400,,19,1,1
173,2019-10-28 00:00:00,6000,,19,1,1
174,2019-10-28 00:00:00,2000,,6,1,1
175,2019-10-29 00:00:00,2000,,6,1,1
176,2019-10-30 00:00:00,2000,,6,1,1
177,2019-10-30 00:00:00,34000,,5,2,1
178,2019-10-26 00:00:00,200000,,13,2,1
179,2019-10-30 00:00:00,5000,,19,1,1
180,2019-10-24 00:00:00,110000,,14,2,1
181,2019-10-25 00:00:00,200000,,14,2,1
182,2019-10-31 00:00:00,38000,,22,2,1
183,2019-11-04 00:00:00,35000,,4,2,1
184,2019-11-05 00:00:00,23000,,19,1,1
185,2019-11-05 00:00:00,55500,,19,1,1
186,2019-10-31 00:00:00,56400,,19,1,1
187,2019-10-31 00:00:00,2000,,6,1,1
188,2019-11-01 00:00:00,2000,,6,1,1
189,2019-11-05 00:00:00,2000,,6,1,1
190,2019-10-24 00:00:00,990000,,14,1,1
191,2019-11-06 00:00:00,25000,,4,2,1
192,2019-11-07 00:00:00,2000,,6,1,1
193,2019-11-07 00:00:00,2000,,6,1,1
194,2019-11-06 00:00:00,2000,,6,1,1
195,2019-11-06 00:00:00,38000,билет на кувандык,6,1,1
196,2019-11-07 00:00:00,30800,билет из Кувандыка.,6,1,1
197,2019-11-08 00:00:00,17900,,19,1,1
198,2019-11-10 00:00:00,28500,,19,1,1
199,2019-11-10 00:00:00,49100,,19,1,1
200,2019-11-13 00:00:00,2000,,6,1,1
201,2019-11-07 00:00:00,4000,,6,1,1
202,2019-11-13 00:00:00,25000,,19,1,1
203,2019-11-08 00:00:00,2000,,6,1,1
204,2019-11-08 00:00:00,2000,,6,1,1
205,2019-11-09 00:00:00,500000,,13,1,1
206,2019-11-11 00:00:00,2000,,6,1,1
207,2019-11-12 00:00:00,2000,,6,1,1
208,2019-11-11 00:00:00,20000,,13,1,1
209,2019-11-10 00:00:00,715000,,3,1,1
210,2019-11-14 00:00:00,2000,,6,1,1
211,2019-11-14 00:00:00,5000,,17,1,1
212,2019-11-14 00:00:00,2000,,6,1,1
213,2019-11-15 00:00:00,2000,,6,1,1
214,2019-11-15 00:00:00,2000,,6,1,1
215,2019-11-15 00:00:00,10000,,17,1,1
216,2019-11-15 00:00:00,75000,,19,1,1
217,2019-11-18 00:00:00,2000,,6,1,1
218,2019-11-17 00:00:00,1200,,8,1,1
219,2019-11-19 00:00:00,10000,,6,1,1
220,2019-11-20 00:00:00,4000,,6,1,1
221,2019-11-20 00:00:00,15500,,19,2,1
222,2019-11-20 00:00:00,58100,,19,2,1
223,2019-11-07 00:00:00,10800,,19,1,1
224,2019-11-15 00:00:00,27600,,19,1,1
225,2019-11-21 00:00:00,4000,,6,1,1
226,2019-11-20 00:00:00,5000,,6,1,1
227,2019-11-22 00:00:00,4000,,6,1,1
228,2019-11-25 00:00:00,4000,,6,1,1
229,2019-11-28 00:00:00,16500,,19,1,1
230,2019-11-28 00:00:00,20300,,19,2,1
231,2019-11-26 00:00:00,4000,,6,1,1
232,2019-11-27 00:00:00,4000,,19,1,1
233,2019-11-28 00:00:00,4000,,6,1,1
234,2019-11-29 00:00:00,4000,,6,1,1
235,2019-11-29 00:00:00,21000,,19,1,1
236,2019-11-26 00:00:00,44900,,19,2,1
237,2019-11-30 00:00:00,34000,,5,2,1
238,2019-12-03 00:00:00,28300,,19,2,1
239,2019-12-02 00:00:00,4000,,6,1,1
240,2019-12-03 00:00:00,4000,,6,1,1
241,2019-12-04 00:00:00,4000,,6,1,1
242,2019-12-08 00:00:00,18000,,19,1,1
243,2019-12-08 00:00:00,50000,,19,2,1
244,2019-12-09 00:00:00,700000,,3,1,1
245,2019-12-06 00:00:00,7500,,19,1,1
246,2019-12-06 00:00:00,38000,,21,2,1
247,2019-12-06 00:00:00,39800,,19,1,1
248,2019-12-06 00:00:00,35900,,8,2,1
249,2019-12-05 00:00:00,4000,,6,1,1
250,2019-12-06 00:00:00,4000,,6,1,1
251,2019-12-09 00:00:00,4000,,6,1,1
252,2019-12-10 00:00:00,8000,,6,1,1
253,2019-12-11 00:00:00,4000,,6,1,1
254,2019-12-16 00:00:00,43000,,19,1,1
255,2019-12-16 00:00:00,34000,,19,1,1
256,2019-12-16 00:00:00,28100,,19,1,1
257,2019-12-12 00:00:00,42200,,19,1,1
258,2019-12-11 00:00:00,23900,,19,1,1
259,2019-12-10 00:00:00,4000,,6,1,1
260,2019-12-11 00:00:00,4000,,6,1,1
261,2019-12-12 00:00:00,1000,,6,1,1
262,2019-12-13 00:00:00,4000,,6,1,1
263,2019-12-16 00:00:00,4000,,6,1,1
264,2019-12-17 00:00:00,4000,,6,1,1
265,2019-12-18 00:00:00,4000,,6,1,1
266,2019-12-20 00:00:00,25000,,4,2,1
267,2019-12-21 00:00:00,43000,,5,2,1
268,2020-01-05 00:00:00,37300,,19,2,1
269,2019-12-20 00:00:00,50100,,19,2,1
270,2019-12-29 00:00:00,12900,,19,2,1
271,2019-12-17 00:00:00,69600,,20,2,1
272,2019-12-27 00:00:00,37100,,19,1,1
273,2020-01-05 00:00:00,11100,,20,2,1
274,2019-12-25 00:00:00,14400,,19,1,1
275,2019-12-19 00:00:00,4000,,6,1,1
276,2019-12-20 00:00:00,4000,,6,1,1
277,2019-12-23 00:00:00,4800,,6,1,1
278,2019-12-21 00:00:00,1000,,6,1,1
279,2019-12-23 00:00:00,4000,,6,1,1
280,2019-12-25 00:00:00,4000,,6,1,1
281,2019-12-27 00:00:00,4000,,6,1,1
282,2019-12-27 00:00:00,4000,,6,1,1
283,2019-12-30 00:00:00,34000,,5,2,1
284,2019-12-27 00:00:00,132500,,23,2,1
285,2019-12-26 00:00:00,3212346,,14,2,1
286,2020-01-07 00:00:00,30000,,19,1,1
287,2020-01-08 00:00:00,705000,,3,1,1
288,2020-01-10 00:00:00,20000,,4,1,1
289,2020-01-11 00:00:00,20900,,19,1,1
290,2020-01-11 00:00:00,67000,,19,1,1
291,2020-01-14 00:00:00,24100,,19,1,1
292,2020-01-13 00:00:00,2000,,6,1,1
293,2020-01-14 00:00:00,2000,,6,1,1
294,2020-01-16 00:00:00,63000,,19,1,1
295,2020-01-15 00:00:00,4000,,6,1,1
296,2020-01-16 00:00:00,4000,,6,1,1
297,2020-01-20 00:00:00,10000,,4,2,1
298,2020-01-20 00:00:00,25000,,4,2,1
299,2020-01-13 00:00:00,3362500,,14,2,1
300,2020-01-17 00:00:00,200000,,14,2,1
301,2020-01-23 00:00:00,22500,,19,1,1
302,2020-01-18 00:00:00,11400,,20,1,1
303,2020-01-20 00:00:00,49600,,19,1,1
304,2020-01-25 00:00:00,12000,,13,1,1
305,2020-01-25 00:00:00,300000,,13,1,1
306,2020-01-17 00:00:00,4000,,6,1,1
307,2020-01-20 00:00:00,4000,,6,1,1
308,2020-01-21 00:00:00,4000,,6,1,1
309,2020-01-22 00:00:00,4000,,6,1,1
310,2020-01-23 00:00:00,4000,,6,1,1
311,2020-01-24 00:00:00,4000,,6,1,1
312,2020-01-25 00:00:00,6000,,6,1,1
313,2020-01-31 00:00:00,31500,,19,1,1
314,2020-01-27 00:00:00,4000,,6,1,1
315,2020-01-28 00:00:00,4000,,6,1,1
316,2020-01-29 00:00:00,4000,,6,1,1
317,2020-01-30 00:00:00,4000,,6,1,1
318,2020-01-31 00:00:00,4000,,6,1,1
319,2020-02-01 00:00:00,30000,,19,1,1
320,2020-01-29 00:00:00,34000,,5,2,1
321,2020-01-21 00:00:00,43000,,5,2,1
322,2020-01-09 00:00:00,20000,,4,2,1
323,2020-01-31 00:00:00,210676,,14,2,1
324,2020-02-03 00:00:00,100000,,19,1,1
325,2020-02-03 00:00:00,4400,,6,1,1
326,2020-02-04 00:00:00,4400,,6,1,1
327,2020-02-05 00:00:00,4400,,6,1,1
328,2020-02-06 00:00:00,4400,,6,1,1
329,2020-02-02 00:00:00,78200,,24,1,1
330,2020-02-07 00:00:00,4400,,6,1,1
331,2020-02-09 00:00:00,716000,,3,1,1
332,2020-02-10 00:00:00,52000,,19,1,1
333,2020-02-10 00:00:00,4400,,6,1,1
334,2020-02-11 00:00:00,20000,,19,1,1
335,2020-02-10 00:00:00,8300,,17,1,1
336,2020-02-12 00:00:00,20000,,4,1,1
337,2020-02-16 00:00:00,17500,,19,1,1
338,2020-02-14 00:00:00,25700,,19,1,1
339,2020-02-14 00:00:00,41900,,19,1,1
340,2020-02-16 00:00:00,17200,,19,1,1
341,2020-02-09 00:00:00,7600,,19,1,1
342,2020-02-11 00:00:00,4400,,6,1,1
343,2020-02-12 00:00:00,4400,,6,1,1
344,2020-02-13 00:00:00,4400,,6,1,1
345,2020-02-14 00:00:00,4400,,6,1,1
346,2020-02-17 00:00:00,4400,,6,1,1
347,2020-02-18 00:00:00,4400,,6,1,1
348,2020-02-19 00:00:00,4400,,6,1,1
349,2020-02-15 00:00:00,50000,аренда доски,22,1,1
350,2020-02-16 00:00:00,25000,бензин до кувандыка и обратно,6,1,1
351,2020-02-16 00:00:00,17500,обед на горнолыжке,19,1,1
352,2020-02-17 00:00:00,217500,,21,1,1
353,2020-02-12 00:00:00,20000,,4,2,1
354,2020-02-19 00:00:00,10000,,4,2,1
355,2020-02-19 00:00:00,17500,,19,1,1
356,2020-02-19 00:00:00,33100,,19,1,1
357,2020-02-20 00:00:00,4400,,6,1,1
358,2020-02-21 00:00:00,43000,,19,1,1
359,2020-02-21 00:00:00,4400,,6,1,1
360,2020-02-21 00:00:00,50000,шашлык,19,1,1
361,2020-02-25 00:00:00,4000,,19,1,1
362,2020-02-26 00:00:00,20000,,19,1,1
363,2020-02-26 00:00:00,4400,,6,1,1
364,2020-02-25 00:00:00,4400,,6,1,1
365,2020-02-26 00:00:00,21000,,19,1,1
366,2020-03-03 00:00:00,4400,,6,1,1
367,2020-03-02 00:00:00,4400,,6,1,1
368,2020-03-02 00:00:00,4400,,6,1,1
369,2020-02-07 00:00:00,4400,,6,1,1
370,2020-03-03 00:00:00,250000,работа,14,1,1
371,2020-02-19 00:00:00,950264,работа,14,1,1
372,2020-02-29 00:00:00,20000,,4,2,1
373,2020-02-21 00:00:00,10000,,4,2,1
374,2020-03-02 00:00:00,125100,Чайник,20,2,1
375,2020-03-02 00:00:00,8399,,19,2,1
376,2020-03-02 00:00:00,13497,,19,2,1
377,2020-03-01 00:00:00,38700,,19,2,1
378,2020-02-28 00:00:00,34000,,5,2,1
379,2020-02-25 00:00:00,86707,,19,2,1
380,2020-03-07 00:00:00,710500,,3,1,1
381,2020-03-04 00:00:00,4400,,6,1,1
382,2020-03-05 00:00:00,4400,,6,1,1
383,2020-03-06 00:00:00,4400,,6,1,1
384,2020-03-05 00:00:00,16000,,19,1,1
385,2020-03-04 00:00:00,25000,,4,1,1
386,2020-03-08 00:00:00,210000,,13,1,1
387,2020-03-10 00:00:00,2229000,,14,2,1
388,2020-03-10 00:00:00,6600,,6,1,1
389,2020-03-11 00:00:00,4400,,6,1,1
390,2020-03-12 00:00:00,4400,,6,1,1
391,2020-03-08 00:00:00,68800,,19,1,1
392,2020-03-13 00:00:00,12000,такси,6,1,1
393,2020-03-13 00:00:00,15000,,19,1,1
394,2020-03-13 00:00:00,500000,работа,14,1,1
395,2020-03-16 00:00:00,9500,столовая,17,1,1
396,2020-03-13 00:00:00,56200,,19,1,1
397,2020-03-13 00:00:00,6000,,19,1,1
398,2020-03-13 00:00:00,4400,,6,1,1
399,2020-03-16 00:00:00,4400,,6,1,1
400,2020-03-16 00:00:00,10000,,4,1,1
401,2020-03-17 00:00:00,8800,,6,1,1
402,2020-03-18 00:00:00,7500,,17,1,1
403,2020-03-18 00:00:00,250000,работа,14,1,1
404,2020-03-18 00:00:00,40600,,19,1,1
405,2020-03-18 00:00:00,41500,,19,1,1
406,2020-03-20 00:00:00,27900,торт,13,1,1
407,2020-03-20 00:00:00,40000,цветы,13,1,1
408,2020-03-20 00:00:00,4400,,6,1,1
409,2020-03-20 00:00:00,11000,,17,1,1
410,2020-03-19 00:00:00,4400,,6,1,1
411,2020-03-19 00:00:00,9500,,17,1,1
412,2020-03-20 00:00:00,2500000,ДР,15,1,1
413,2020-03-21 00:00:00,4400,гараж,6,1,1
414,2020-03-21 00:00:00,10000,,4,1,1
415,2020-03-23 00:00:00,6600,,6,1,1
416,2020-03-23 00:00:00,25000,наушники,20,1,1
417,2020-03-24 00:00:00,4400,,6,1,1
418,2020-03-24 00:00:00,12000,,17,1,1
419,2020-03-24 00:00:00,56000,,19,1,1
420,2020-03-24 00:00:00,34900,Автокод,25,1,1
421,2020-03-24 00:00:00,10000,,4,1,1
422,2020-03-24 00:00:00,30000,Проверка,25,1,1
423,2020-03-24 00:00:00,5040,Ручки,20,1,1
424,2020-03-24 00:00:00,150000,Эвакуатор,25,1,1
425,2020-03-25 00:00:00,2200,,6,1,1
426,2020-03-25 00:00:00,9400,,17,1,1
427,2020-04-07 00:00:00,4400,,6,1,1
428,2020-04-08 00:00:00,4400,,6,1,1
429,2020-03-30 00:00:00,20000,,4,1,1
430,2020-04-09 00:00:00,24800,,19,1,1
431,2020-03-25 00:00:00,11500,,20,1,1
432,2020-03-26 00:00:00,7300,,20,1,1
433,2020-03-26 00:00:00,13500,,20,1,1
434,2020-04-07 00:00:00,26800,,19,1,1
435,2020-03-27 00:00:00,64300,,19,1,1
436,2020-03-28 00:00:00,5000,,19,1,1
437,2020-04-03 00:00:00,111300,,19,1,1
438,2020-04-07 00:00:00,10000,,8,1,1
439,2020-04-03 00:00:00,85070,,19,1,1
440,2020-04-04 00:00:00,3000,,19,1,1
441,2020-04-04 00:00:00,50000,,8,1,1
442,2020-04-04 00:00:00,2600,,19,1,1
443,2020-04-07 00:00:00,30600,,19,1,1
444,2020-04-09 00:00:00,4400,,6,1,1
445,2020-04-10 00:00:00,4400,,6,1,1
446,2020-04-10 00:00:00,678000,,3,1,1
447,2020-04-11 00:00:00,230000,Аккум,25,1,1
448,2020-04-11 00:00:00,4400,,6,1,1
449,2020-04-06 00:00:00,252300,Страховка,25,1,1
450,2020-03-21 00:00:00,100000,,15,1,1
451,2020-04-11 00:00:00,20000,,4,1,1
452,2020-04-10 00:00:00,59500,Пошлина,25,1,1
453,2020-04-09 00:00:00,2600,,19,1,1
454,2020-04-04 00:00:00,25000,,4,1,1
455,2020-04-04 00:00:00,35000,,4,1,1
456,2020-04-03 00:00:00,85000,,19,1,1
457,2020-04-02 00:00:00,302600,Перфоратор,20,1,1
458,2020-04-02 00:00:00,5000,,4,1,1
459,2020-03-28 00:00:00,34000,,5,1,1
460,2020-03-28 00:00:00,35000,,25,1,1
461,2020-03-27 00:00:00,43000,,5,1,1
462,2020-03-27 00:00:00,80000,ТО,25,1,1
463,2020-04-16 00:00:00,5600,,17,1,1
464,2020-04-15 00:00:00,5600,,17,1,1
465,2020-04-13 00:00:00,5600,,17,1,1
466,2020-04-15 00:00:00,156000,,21,1,1
467,2020-04-15 00:00:00,2200,,6,1,1
468,2020-04-14 00:00:00,6600,,6,1,1
469,2020-04-13 00:00:00,59500,Оплата пошлины,25,1,1
470,2020-04-16 00:00:00,70000,,26,1,1
471,2020-04-18 00:00:00,32900,,19,1,1
472,2020-04-18 00:00:00,100000,,27,1,1
473,2020-04-20 00:00:00,24100,,19,1,1
474,2020-04-23 00:00:00,17100,,19,1,1
475,2020-04-22 00:00:00,6500,,19,1,1
476,2020-04-21 00:00:00,6500,,19,1,1
477,2020-04-27 00:00:00,43000,,5,1,1
478,2020-04-27 00:00:00,4400,,6,1,1
479,2020-04-29 00:00:00,20000,,4,1,1
480,2020-04-29 00:00:00,10500,,19,1,1
481,2020-04-30 00:00:00,34000,,5,1,1
482,2020-05-04 00:00:00,26000,,4,1,1
483,2020-05-02 00:00:00,334800,,9,1,1
484,2020-05-04 00:00:00,1235350,Работа,14,1,1
485,2020-05-04 00:00:00,670000,Шлем,25,1,1
486,2020-05-06 00:00:00,250000,Кроссовки,9,1,1
487,2020-05-06 00:00:00,22000,Стрижка,10,1,1
488,2020-05-06 00:00:00,4400,,6,1,1
489,2020-05-07 00:00:00,7200,,6,1,1
490,2020-05-07 00:00:00,130000,Билет в Переволодск,6,1,1
491,2020-05-07 00:00:00,3900,,19,1,1
492,2020-05-09 00:00:00,60000,Билет из Переволодска,6,1,1
493,2020-05-08 00:00:00,6000,,19,1,1
494,2020-05-12 00:00:00,20000,,4,1,1
495,2020-05-12 00:00:00,8600,,17,1,1
496,2020-05-20 00:00:00,300000,,3,1,1
497,2020-05-21 00:00:00,200000,,21,1,1
498,2020-05-12 00:00:00,10000,,19,1,1
499,2020-05-14 00:00:00,70600,,19,1,1
500,2020-05-24 00:00:00,30000,,4,1,1
501,2020-05-24 00:00:00,130000,Билет до переволоцка,25,1,1
502,2020-05-24 00:00:00,53400,Бритва,10,1,1
503,2020-05-24 00:00:00,17200,,19,1,1
504,2020-05-25 00:00:00,14000,,19,1,1
505,2020-05-28 00:00:00,35000,,19,1,1
506,2020-05-27 00:00:00,35000,Мочалка,20,1,1
507,2020-05-30 00:00:00,25000,Билет до орена,6,1,1
508,2020-05-30 00:00:00,60000,Билет до орска,6,1,1
509,2020-05-30 00:00:00,10000,,19,1,1
510,2020-05-31 00:00:00,10000,,19,1,1
511,2020-05-29 00:00:00,116500,Работа,14,1,1
512,2020-05-28 00:00:00,1163100,Работа,14,1,1
513,2020-05-28 00:00:00,1163100,Работа,14,1,1
514,2020-05-31 00:00:00,20000,Пить в дорогу,19,1,1
515,2020-05-31 00:00:00,1500000,Эвакуатор до переволоцка,25,1,1
516,2020-06-01 00:00:00,33200,,19,1,1
517,2020-06-01 00:00:00,133000,Работа,14,1,1
518,2020-06-03 00:00:00,63000,Инструмент,25,1,1
519,2020-06-02 00:00:00,27600,,19,1,1
520,2020-06-03 00:00:00,100100,,19,1,1
521,2020-06-04 00:00:00,18000,,20,1,1
522,2020-06-04 00:00:00,213800,Работа,14,1,1
523,2020-06-08 00:00:00,21050,Бенз,25,1,1
524,2020-06-06 00:00:00,47400,,19,1,1
525,2020-06-06 00:00:00,16800,,19,1,1
526,2020-06-09 00:00:00,20000,,4,1,1
527,2020-06-09 00:00:00,57000,,19,1,1
528,2020-06-09 00:00:00,24400,,19,1,1
529,2020-06-10 00:00:00,42100,Бенз,6,1,1
530,2020-06-11 00:00:00,49500,,19,1,1
531,2020-06-12 00:00:00,19200,,19,1,1
532,2020-06-12 00:00:00,20000,До орена,6,1,1
533,2020-06-12 00:00:00,80000,Орен-орск,6,1,1
534,2020-06-13 00:00:00,57400,,19,1,1
535,2020-06-13 00:00:00,28400,,19,1,1
536,2020-06-13 00:00:00,80000,Масло (2л),25,1,1
537,2020-06-05 00:00:00,1028300,,14,1,1
538,2020-06-15 00:00:00,15400,,19,1,1
539,2020-06-16 00:00:00,99800,,19,1,1
540,2020-06-19 00:00:00,27700,,19,1,1
541,2020-06-18 00:00:00,16600,,19,1,1
542,2020-06-19 00:00:00,42400,Бенз,25,1,1
543,2020-06-19 00:00:00,15000,Карта на бенз,25,1,1
544,2020-06-20 00:00:00,1400000,,14,1,1
545,2020-06-21 00:00:00,12900,Салфетки,20,1,1
